gene_symbol,string_id
NMU,9606.ENSP00000264218
NNMT,9606.ENSP00000441434
NNT,9606.ENSP00000264663
NOC4L,9606.ENSP00000328854
NOCT,9606.ENSP00000280614
NOD1,9606.ENSP00000222823
NOD2,9606.ENSP00000300589
NOL3,9606.ENSP00000457243
NOL8,9606.ENSP00000441140
NOLC1,9606.ENSP00000385410
NOP14,9606.ENSP00000405068
NOP16,9606.ENSP00000483001
NOP56,9606.ENSP00000370589
NOS2,9606.ENSP00000327251
NOTCH1,9606.ENSP00000498587
NOTCH2,9606.ENSP00000256646
NOTCH3,9606.ENSP00000263388
NOTCH4,9606.ENSP00000364163
NPC1,9606.ENSP00000269228
NPHP1,9606.ENSP00000313169
NPM1,9606.ENSP00000296930
NPR2,9606.ENSP00000341083
NPTX2,9606.ENSP00000265634
NPTXR,9606.ENSP00000327545
NPY1R,9606.ENSP00000354652
NPY5R,9606.ENSP00000423917
NQO1,9606.ENSP00000319788
NQO2,9606.ENSP00000369822
NR1D2,9606.ENSP00000310006
NR3C1,9606.ENSP00000231509
NR3C2,9606.ENSP00000350815
NR4A1,9606.ENSP00000440864
NR4A2,9606.ENSP00000344479
NR4A3,9606.ENSP00000482027
NR6A1,9606.ENSP00000420267
NRCAM,9606.ENSP00000368314
NRIP1,9606.ENSP00000327213
NRIP2,9606.ENSP00000337501
NRP1,9606.ENSP00000265371
NRP2,9606.ENSP00000353582
NRTN,9606.ENSP00000302648
NRXN2,9606.ENSP00000265459
NSD2,9606.ENSP00000372351
NSDHL,9606.ENSP00000359297
NT5C,9606.ENSP00000245552
NT5C3A,9606.ENSP00000476480
NT5E,9606.ENSP00000257770
NTF3,9606.ENSP00000397297
NTHL1,9606.ENSP00000219066
NTM,9606.ENSP00000396722
NTRK3,9606.ENSP00000354207
NUB1,9606.ENSP00000454264
NUDT11,9606.ENSP00000365160
NUDT12,9606.ENSP00000230792
NUDT15,9606.ENSP00000258662
NUDT19,9606.ENSP00000380251
NUDT21,9606.ENSP00000300291
NUDT4,9606.ENSP00000338352
NUDT9,9606.ENSP00000303575
NUFIP1,9606.ENSP00000368459
NUMA1,9606.ENSP00000377298
NUMB,9606.ENSP00000451300
NUP107,9606.ENSP00000229179
NUP153,9606.ENSP00000444029
NUP205,9606.ENSP00000285968
NUP50,9606.ENSP00000345895
NUP58,9606.ENSP00000371155
NUP93,9606.ENSP00000310668
NUP98,9606.ENSP00000316032
NUPR1,9606.ENSP00000379003
NXF1,9606.ENSP00000436679
NXT1,9606.ENSP00000254998
OAS1,9606.ENSP00000388001
OAS2,9606.ENSP00000342278
OAS3,9606.ENSP00000228928
OASL,9606.ENSP00000257570
OAT,9606.ENSP00000357838
OAZ3,9606.ENSP00000383784
OCEL1,9606.ENSP00000215061
OCRL,9606.ENSP00000360154
ODC1,9606.ENSP00000234111
ODF2,9606.ENSP00000403453
OGDH,9606.ENSP00000388183
OGFR,9606.ENSP00000290291
OLFM1,9606.ENSP00000360858
OLFML3,9606.ENSP00000322273
OLR1,9606.ENSP00000309124
OMD,9606.ENSP00000364700
OPA1,9606.ENSP00000354681
OPHN1,9606.ENSP00000347710
OPN3,9606.ENSP00000355512
OPTN,9606.ENSP00000368022
ORC2,9606.ENSP00000234296
ORC5,9606.ENSP00000297431
ORC6,9606.ENSP00000219097
ORM1,9606.ENSP00000259396
OSBP2,9606.ENSP00000332576
OSGIN1,9606.ENSP00000355374
OSM,9606.ENSP00000215781
OSMR,9606.ENSP00000274276
OSTC,9606.ENSP00000426167
OVOL2,9606.ENSP00000278780
OXA1L,9606.ENSP00000285848
OXSR1,9606.ENSP00000311713
OXT,9606.ENSP00000217386
OXTR,9606.ENSP00000324270
P2RX4,9606.ENSP00000353032
P2RX7,9606.ENSP00000330696
P2RY1,9606.ENSP00000304767
P2RY14,9606.ENSP00000308361
P2RY2,9606.ENSP00000310305
P3H1,9606.ENSP00000236040
P4HA1,9606.ENSP00000263556
P4HA2,9606.ENSP00000384999
PA2G4,9606.ENSP00000302886
PABPC1,9606.ENSP00000313007
PABPC4,9606.ENSP00000361949
PACRG,9606.ENSP00000337946
PAFAH1B1,9606.ENSP00000380378
PAICS,9606.ENSP00000382595
PAIP1,9606.ENSP00000302768
PAK1,9606.ENSP00000278568
PAK3,9606.ENSP00000353864
PAK4,9606.ENSP00000469413
PALLD,9606.ENSP00000425556
PAM,9606.ENSP00000306100
PAN2,9606.ENSP00000481859
PANX1,9606.ENSP00000227638
PAPSS2,9606.ENSP00000406157
PARD6G,9606.ENSP00000343144
PARN,9606.ENSP00000387911
PARP12,9606.ENSP00000263549
PARP14,9606.ENSP00000418194
PARP2,9606.ENSP00000250416
PARP9,9606.ENSP00000353512
PARVA,9606.ENSP00000334008
PAXIP1,9606.ENSP00000384048
PBK,9606.ENSP00000428489
PBX2,9606.ENSP00000364190
PC,9606.ENSP00000498994
PCBD1,9606.ENSP00000299299
PCBP1,9606.ENSP00000305556
PCDH1,9606.ENSP00000287008
PCDH7,9606.ENSP00000441802
PCGF5,9606.ENSP00000337500
PCK1,9606.ENSP00000319814
PCLO,9606.ENSP00000334319
PCM1,9606.ENSP00000327077
PCNA,9606.ENSP00000368458
PCNT,9606.ENSP00000352572
PCOLCE,9606.ENSP00000223061
PCOLCE2,9606.ENSP00000295992
PCP4,9606.ENSP00000329403
PCSK1,9606.ENSP00000308024
PCSK1N,9606.ENSP00000218230
PCSK4,9606.ENSP00000300954
PCYT2,9606.ENSP00000442050
PDAP1,9606.ENSP00000222968
PDCD1,9606.ENSP00000335062
PDCD1LG2,9606.ENSP00000380855
PDCD2L,9606.ENSP00000246535
PDCD4,9606.ENSP00000280154
PDE4B,9606.ENSP00000342637
PDE4DIP,9606.ENSP00000358363
PDE6B,9606.ENSP00000420295
PDE6G,9606.ENSP00000328412
PDGFA,9606.ENSP00000346508
PDGFB,9606.ENSP00000330382
PDGFC,9606.ENSP00000422464
PDGFRB,9606.ENSP00000261799
PDHA1,9606.ENSP00000369134
PDHB,9606.ENSP00000307241
PDHX,9606.ENSP00000227868
PDIA5,9606.ENSP00000323313
PDIA6,9606.ENSP00000385385
PDK1,9606.ENSP00000376352
PDK2,9606.ENSP00000420927
PDK3,9606.ENSP00000498864
PDK4,9606.ENSP00000005178
PDLIM1,9606.ENSP00000360305
PDLIM3,9606.ENSP00000284767
PDLIM4,9606.ENSP00000253754
PDLIM5,9606.ENSP00000480359
PDLIM7,9606.ENSP00000348099
PDP1,9606.ENSP00000379503
PDPN,9606.ENSP00000294489
PDS5B,9606.ENSP00000313851
PDZK1,9606.ENSP00000342143
PDZK1IP1,9606.ENSP00000294338
PEA15,9606.ENSP00000357055
PEBP1,9606.ENSP00000261313
PECAM1,9606.ENSP00000457421
PECR,9606.ENSP00000265322
PEF1,9606.ENSP00000362807
PEG3,9606.ENSP00000326581
PELI1,9606.ENSP00000351789
PEMT,9606.ENSP00000255389
PER1,9606.ENSP00000314420
PERP,9606.ENSP00000397157
PES1,9606.ENSP00000346725
PEX1,9606.ENSP00000248633
PEX11A,9606.ENSP00000300056
PEX11B,9606.ENSP00000358312
PEX11G,9606.ENSP00000221480
PEX12,9606.ENSP00000482609
PEX13,9606.ENSP00000295030
PEX14,9606.ENSP00000349016
PEX16,9606.ENSP00000241041
PEX19,9606.ENSP00000357051
PEX2,9606.ENSP00000349543
PEX26,9606.ENSP00000331106
PEX5,9606.ENSP00000391601
PEX6,9606.ENSP00000303511
PEX7,9606.ENSP00000315680
PFKFB1,9606.ENSP00000364145
PFKFB3,9606.ENSP00000492001
PFKL,9606.ENSP00000269848
PFKM,9606.ENSP00000496597
PFKP,9606.ENSP00000370517
PFN1,9606.ENSP00000225655
PFN2,9606.ENSP00000239940
PGAM1,9606.ENSP00000359991
PGD,9606.ENSP00000270776
PGF,9606.ENSP00000451040
PGK1,9606.ENSP00000362413
PGLS,9606.ENSP00000252603
PGM1,9606.ENSP00000360124
PGM2,9606.ENSP00000371393
PGM3,9606.ENSP00000425809
PGR,9606.ENSP00000325120
PGRMC1,9606.ENSP00000217971
PGS1,9606.ENSP00000262764
PHB2,9606.ENSP00000441875
PHEX,9606.ENSP00000368682
PHF3,9606.ENSP00000262043
PHF5A,9606.ENSP00000216252
PHF7,9606.ENSP00000333024
PHGDH,9606.ENSP00000493382
PHKA2,9606.ENSP00000369274
PHKG1,9606.ENSP00000445440
PHKG2,9606.ENSP00000455607
PHLDA1,9606.ENSP00000266671
PHLDA2,9606.ENSP00000319231
PHLDA3,9606.ENSP00000356280
PHLDB1,9606.ENSP00000354498
PHTF2,9606.ENSP00000403042
PHYH,9606.ENSP00000263038
PIAS1,9606.ENSP00000438574
PIAS2,9606.ENSP00000465676
PIAS3,9606.ENSP00000376765
PICALM,9606.ENSP00000377015
PICK1,9606.ENSP00000385205
PIDD1,9606.ENSP00000337797
PIF1,9606.ENSP00000328174
PIGQ,9606.ENSP00000026218
PIGR,9606.ENSP00000348888
PIK3CA,9606.ENSP00000263967
PIK3CB,9606.ENSP00000501150
PIK3CD,9606.ENSP00000366563
PIK3CG,9606.ENSP00000419260
PIK3R3,9606.ENSP00000262741
PIK3R5,9606.ENSP00000392812
PIKFYVE,9606.ENSP00000264380
PIM1,9606.ENSP00000362608
PIM3,9606.ENSP00000353824
PIN1,9606.ENSP00000247970
PINK1,9606.ENSP00000364204
PIPOX,9606.ENSP00000317721
PITPNB,9606.ENSP00000487693
PITPNC1,9606.ENSP00000464006
PKD1,9606.ENSP00000262304
PKD2,9606.ENSP00000237596
PKIA,9606.ENSP00000379696
PKM,9606.ENSP00000320171
PKP1,9606.ENSP00000263946
PKP2,9606.ENSP00000070846
PKP3,9606.ENSP00000331678
PLA2G12A,9606.ENSP00000243501
PLA2G2A,9606.ENSP00000383364
PLA2G4A,9606.ENSP00000356436
PLA2G7,9606.ENSP00000274793
PLAAT3,9606.ENSP00000320337
PLAC1,9606.ENSP00000352173
PLAC8,9606.ENSP00000399700
PLAGL1,9606.ENSP00000353734
PLAT,9606.ENSP00000220809
PLAU,9606.ENSP00000361850
PLAUR,9606.ENSP00000339328
PLCB1,9606.ENSP00000338185
PLCB2,9606.ENSP00000260402
PLCB4,9606.ENSP00000367762
PLCG1,9606.ENSP00000244007
PLCL1,9606.ENSP00000402861
PLEC,9606.ENSP00000323856
PLEK,9606.ENSP00000234313
PLEK2,9606.ENSP00000216446
PLEKHG2,9606.ENSP00000392906
PLIN2,9606.ENSP00000276914
PLK1,9606.ENSP00000300093
PLK2,9606.ENSP00000274289
PLK3,9606.ENSP00000361275
PLK4,9606.ENSP00000270861
PLOD1,9606.ENSP00000196061
PLOD2,9606.ENSP00000282903
PLOD3,9606.ENSP00000223127
PLPP1,9606.ENSP00000264775
PLPP3,9606.ENSP00000360296
PLPPR4,9606.ENSP00000359204
PLSCR1,9606.ENSP00000345494
PLVAP,9606.ENSP00000252590
PLXNB1,9606.ENSP00000351338
PLXNB2,9606.ENSP00000352288
PMAIP1,9606.ENSP00000326119
PMEPA1,9606.ENSP00000345826
PML,9606.ENSP00000268058
PMM1,9606.ENSP00000216259
PMM2,9606.ENSP00000268261
PMP22,9606.ENSP00000308937
PMPCA,9606.ENSP00000360782
PMS2,9606.ENSP00000265849
PMVK,9606.ENSP00000357452
PNMT,9606.ENSP00000269582
PNN,9606.ENSP00000216832
PNO1,9606.ENSP00000263657
PNP,9606.ENSP00000354532
PNPLA8,9606.ENSP00000257694
PNPT1,9606.ENSP00000400646
PNRC1,9606.ENSP00000336931
PODXL,9606.ENSP00000367817
POLA1,9606.ENSP00000368358
POLA2,9606.ENSP00000265465
POLB,9606.ENSP00000265421
POLD1,9606.ENSP00000472445
POLD2,9606.ENSP00000480186
POLD3,9606.ENSP00000263681
POLD4,9606.ENSP00000311368
POLE,9606.ENSP00000322570
POLE3,9606.ENSP00000363286
POLE4,9606.ENSP00000420176
POLG2,9606.ENSP00000442563
POLH,9606.ENSP00000361310
POLL,9606.ENSP00000359181
POLQ,9606.ENSP00000264233
POLR1C,9606.ENSP00000496044
POLR1D,9606.ENSP00000302478
POLR2A,9606.ENSP00000461879
POLR2C,9606.ENSP00000219252
POLR2D,9606.ENSP00000272645
POLR2E,9606.ENSP00000478303
POLR2F,9606.ENSP00000385725
POLR2G,9606.ENSP00000301788
POLR2H,9606.ENSP00000415536
POLR2I,9606.ENSP00000221859
POLR2J,9606.ENSP00000292614
POLR2K,9606.ENSP00000342889
POLR3C,9606.ENSP00000334564
POLR3G,9606.ENSP00000498469
POLR3GL,9606.ENSP00000358320
POLR3K,9606.ENSP00000293860
POM121,9606.ENSP00000378687
POMC,9606.ENSP00000384092
POP4,9606.ENSP00000465213
POP7,9606.ENSP00000304353
POR,9606.ENSP00000419970
POSTN,9606.ENSP00000369071
POU2F1,9606.ENSP00000356840
PPA1,9606.ENSP00000362329
PPAN,9606.ENSP00000253107
PPARA,9606.ENSP00000385523
PPARD,9606.ENSP00000310928
PPARG,9606.ENSP00000287820
PPAT,9606.ENSP00000264220
PPFIA4,9606.ENSP00000402576
PPIA,9606.ENSP00000419425
PPIB,9606.ENSP00000300026
PPIF,9606.ENSP00000225174
PPM1A,9606.ENSP00000327255
PPM1B,9606.ENSP00000282412
PPM1D,9606.ENSP00000306682
PPM1G,9606.ENSP00000342778
PPOX,9606.ENSP00000356978
PPP1CA,9606.ENSP00000326031
PPP1R15A,9606.ENSP00000200453
PPP1R15B,9606.ENSP00000356156
PPP1R2,9606.ENSP00000484580
PPP1R3C,9606.ENSP00000238994
PPP1R8,9606.ENSP00000311677
PPP2CB,9606.ENSP00000221138
PPP2R1B,9606.ENSP00000311344
PPP2R2C,9606.ENSP00000372042
PPP2R5B,9606.ENSP00000164133
PPP3R1,9606.ENSP00000234310
PPP4C,9606.ENSP00000279387
PPP4R2,9606.ENSP00000349124
PPRC1,9606.ENSP00000278070
PPT1,9606.ENSP00000493153
PRAF2,9606.ENSP00000451962
PRCP,9606.ENSP00000377055
PRDM1,9606.ENSP00000358092
PRDM2,9606.ENSP00000235372
PRDM4,9606.ENSP00000228437
PRDX1,9606.ENSP00000262746
PRDX2,9606.ENSP00000301522
PRDX3,9606.ENSP00000298510
PRDX4,9606.ENSP00000368646
PRDX5,9606.ENSP00000265462
PRDX6,9606.ENSP00000342026
PREB,9606.ENSP00000260643
PRELID3B,9606.ENSP00000348206
PREP,9606.ENSP00000499089
PREX1,9606.ENSP00000361009
PRF1,9606.ENSP00000398568
PRIM1,9606.ENSP00000350491
PRIM2,9606.ENSP00000484105
PRKAA2,9606.ENSP00000360290
PRKAB1,9606.ENSP00000441369
PRKACA,9606.ENSP00000309591
PRKAG1,9606.ENSP00000323867
PRKAR2A,9606.ENSP00000265563
PRKAR2B,9606.ENSP00000265717
PRKCA,9606.ENSP00000408695
PRKCB,9606.ENSP00000496129
PRKCD,9606.ENSP00000331602
PRKCE,9606.ENSP00000306124
PRKCH,9606.ENSP00000329127
PRKDC,9606.ENSP00000313420
PRKG2,9606.ENSP00000264399
PRKN,9606.ENSP00000355865
PRLR,9606.ENSP00000482954
PRMT2,9606.ENSP00000380759
PRMT3,9606.ENSP00000331879
PRMT5,9606.ENSP00000319169
PRNP,9606.ENSP00000399376
PROC,9606.ENSP00000234071
PROCR,9606.ENSP00000216968
PRODH,9606.ENSP00000349577
PROS1,9606.ENSP00000377783
PRPF3,9606.ENSP00000315379
PRPF31,9606.ENSP00000324122
PRPS1,9606.ENSP00000361512
PRPS2,9606.ENSP00000381504
PRRX1,9606.ENSP00000239461
PRSS2,9606.ENSP00000488437
PRSS23,9606.ENSP00000280258
PRSS36,9606.ENSP00000268281
PSAT1,9606.ENSP00000365773
PSEN1,9606.ENSP00000326366
PSENEN,9606.ENSP00000468411
PSIP1,9606.ENSP00000370114
PSMA1,9606.ENSP00000414359
PSMA3,9606.ENSP00000216455
PSMA4,9606.ENSP00000044462
PSMA6,9606.ENSP00000261479
PSMA7,9606.ENSP00000359910
PSMB10,9606.ENSP00000351314
PSMB2,9606.ENSP00000362334
PSMB3,9606.ENSP00000483688
PSMB5,9606.ENSP00000355325
PSMB8,9606.ENSP00000364016
PSMB9,9606.ENSP00000363993
PSMC2,9606.ENSP00000391211
PSMC3,9606.ENSP00000481029
PSMC3IP,9606.ENSP00000377384
PSMC4,9606.ENSP00000157812
PSMC6,9606.ENSP00000484998
PSMD1,9606.ENSP00000309474
PSMD12,9606.ENSP00000348442
PSMD13,9606.ENSP00000396937
PSMD14,9606.ENSP00000386541
PSMD3,9606.ENSP00000264639
PSMD7,9606.ENSP00000219313
PSMD8,9606.ENSP00000215071
PSMD9,9606.ENSP00000440485
PSME1,9606.ENSP00000372155
PSME2,9606.ENSP00000216802
PSME3,9606.ENSP00000293362
PSMG1,9606.ENSP00000329915
PSPH,9606.ENSP00000378854
PTAFR,9606.ENSP00000442658
PTBP2,9606.ENSP00000359216
PTCD2,9606.ENSP00000370013
PTCD3,9606.ENSP00000254630
PTCH1,9606.ENSP00000332353
PTEN,9606.ENSP00000361021
PTGDS,9606.ENSP00000360687
PTGER2,9606.ENSP00000245457
PTGER3,9606.ENSP00000349003
PTGER4,9606.ENSP00000302846
PTGES,9606.ENSP00000342385
PTGES3,9606.ENSP00000482075
PTGFR,9606.ENSP00000359793
PTGIR,9606.ENSP00000291294
PTGIS,9606.ENSP00000244043
PTGR1,9606.ENSP00000385763
PTGS2,9606.ENSP00000356438
PTH1R,9606.ENSP00000402723
PTHLH,9606.ENSP00000441765
PTK2,9606.ENSP00000341189
PTK2B,9606.ENSP00000380638
PTP4A3,9606.ENSP00000428976
PTPA,9606.ENSP00000377036
PTPN1,9606.ENSP00000360683
PTPN11,9606.ENSP00000489597
PTPN14,9606.ENSP00000355923
PTPN2,9606.ENSP00000311857
PTPN21,9606.ENSP00000452414
PTPN6,9606.ENSP00000391592
PTPRC,9606.ENSP00000411355
PTPRD,9606.ENSP00000370593
PTPRE,9606.ENSP00000254667
PTPRG,9606.ENSP00000418112
PTPRJ,9606.ENSP00000400010
PTPRM,9606.ENSP00000463325
PTRH2,9606.ENSP00000387180
PTS,9606.ENSP00000280362
PTTG1,9606.ENSP00000377536
PTX3,9606.ENSP00000295927
PURA,9606.ENSP00000332706
PUS1,9606.ENSP00000365837
PVALB,9606.ENSP00000216200
PVR,9606.ENSP00000402060
PWP1,9606.ENSP00000387365
PXMP2,9606.ENSP00000321271
PXN,9606.ENSP00000267257
PYCR1,9606.ENSP00000384949
PYGB,9606.ENSP00000216962
PYGL,9606.ENSP00000216392
PYGM,9606.ENSP00000164139
QDPR,9606.ENSP00000281243
QSOX1,9606.ENSP00000356574
RAB14,9606.ENSP00000362946
RAB17,9606.ENSP00000264601
RAB1A,9606.ENSP00000387286
RAB22A,9606.ENSP00000244040
RAB27A,9606.ENSP00000379601
RAB2A,9606.ENSP00000262646
RAB31,9606.ENSP00000461945
RAB34,9606.ENSP00000413156
RAB3GAP1,9606.ENSP00000411418
RAB40C,9606.ENSP00000248139
RAB4A,9606.ENSP00000355651
RAB5A,9606.ENSP00000273047
RAB9A,9606.ENSP00000420127
RABEP1,9606.ENSP00000445408
RABEPK,9606.ENSP00000362639
RABGAP1,9606.ENSP00000362751
RABGAP1L,9606.ENSP00000251507
RABIF,9606.ENSP00000356231
RAC1,9606.ENSP00000348461
RAC2,9606.ENSP00000249071
RACGAP1,9606.ENSP00000404190
RACK1,9606.ENSP00000426909
RAD1,9606.ENSP00000371469
RAD17,9606.ENSP00000426191
RAD21,9606.ENSP00000297338
RAD23A,9606.ENSP00000467024
RAD23B,9606.ENSP00000350708
RAD50,9606.ENSP00000368100
RAD51,9606.ENSP00000493712
RAD51AP1,9606.ENSP00000228843
RAD51C,9606.ENSP00000336701
RAD52,9606.ENSP00000351284
RAD54L,9606.ENSP00000361043
RAD9A,9606.ENSP00000311360
RAE1,9606.ENSP00000379181
RAF1,9606.ENSP00000401888
RALA,9606.ENSP00000005257
RALB,9606.ENSP00000272519
RALBP1,9606.ENSP00000372924
RALGDS,9606.ENSP00000361120
RAN,9606.ENSP00000446215
RANBP1,9606.ENSP00000401564
RANBP10,9606.ENSP00000316589
RANBP9,9606.ENSP00000011619
RAP1GAP,9606.ENSP00000363895
RAP1GDS1,9606.ENSP00000340454
RAP2B,9606.ENSP00000319096
RAPGEF3,9606.ENSP00000395708
RAPGEF5,9606.ENSP00000343656
RAPGEF6,9606.ENSP00000296859
RAPGEFL1,9606.ENSP00000479735
RARA,9606.ENSP00000254066
RARS1,9606.ENSP00000231572
RASA1,9606.ENSP00000274376
RASA2,9606.ENSP00000286364
RASAL2,9606.ENSP00000356621
RASGRP1,9606.ENSP00000310244
RB1,9606.ENSP00000267163
RBBP7,9606.ENSP00000369424
RBBP8,9606.ENSP00000382628
RBCK1,9606.ENSP00000348632
RBL1,9606.ENSP00000362768
RBM14,9606.ENSP00000311747
RBM38,9606.ENSP00000348538
RBM4,9606.ENSP00000386894
RBM5,9606.ENSP00000343054
RBP1,9606.ENSP00000232219
RBP4,9606.ENSP00000360522
RBPJ,9606.ENSP00000345206
RBPMS,9606.ENSP00000340176
RBSN,9606.ENSP00000253699
RBX1,9606.ENSP00000216225
RCAN1,9606.ENSP00000370527
RCE1,9606.ENSP00000309163
RCHY1,9606.ENSP00000321239
RCL1,9606.ENSP00000371169
RDH11,9606.ENSP00000370750
RDH16,9606.ENSP00000381206
REEP1,9606.ENSP00000392197
REEP5,9606.ENSP00000368959
REEP6,9606.ENSP00000233596
REL,9606.ENSP00000295025
RELA,9606.ENSP00000384273
RELB,9606.ENSP00000221452
RELN,9606.ENSP00000392423
RER1,9606.ENSP00000475168
RET,9606.ENSP00000347942
RETN,9606.ENSP00000221515
RETREG1,9606.ENSP00000304642
RETSAT,9606.ENSP00000295802
REV3L,9606.ENSP00000351697
RFC1,9606.ENSP00000371321
RFC2,9606.ENSP00000055077
RFC3,9606.ENSP00000369411
RFC4,9606.ENSP00000376272
RFC5,9606.ENSP00000408295
RGN,9606.ENSP00000380365
RGS1,9606.ENSP00000356429
RGS11,9606.ENSP00000380876
RGS16,9606.ENSP00000356529
RGS4,9606.ENSP00000397181
RHBDF2,9606.ENSP00000322775
RHCE,9606.ENSP00000294413
RHCG,9606.ENSP00000268122
RHOA,9606.ENSP00000400175
RHOB,9606.ENSP00000272233
RHOBTB3,9606.ENSP00000369318
RHOD,9606.ENSP00000308576
RHOG,9606.ENSP00000339467
RHOH,9606.ENSP00000371219
RHOT1,9606.ENSP00000351132
RHOT2,9606.ENSP00000321971
RIBC2,9606.ENSP00000483356
RICTOR,9606.ENSP00000296782
RIOK3,9606.ENSP00000341874
RIPK1,9606.ENSP00000259808
RIPK2,9606.ENSP00000220751
RIT1,9606.ENSP00000357305
RMDN3,9606.ENSP00000260385
RNASEL,9606.ENSP00000356530
RND3,9606.ENSP00000364886
RNF11,9606.ENSP00000242719
RNF123,9606.ENSP00000328287
RNF144B,9606.ENSP00000259939
RNF19A,9606.ENSP00000428968
RNF19B,9606.ENSP00000362555
RNF213,9606.ENSP00000464087
RNF4,9606.ENSP00000426503
RNH1,9606.ENSP00000433999
RNMT,9606.ENSP00000466111
RNPS1,9606.ENSP00000457723
ROCK1,9606.ENSP00000382697
RORA,9606.ENSP00000261523
RPA1,9606.ENSP00000254719
RPA2,9606.ENSP00000363017
RPA3,9606.ENSP00000223129
RPE,9606.ENSP00000352401
RPL14,9606.ENSP00000379506
RPL18,9606.ENSP00000447001
RPL22,9606.ENSP00000346088
RPL34,9606.ENSP00000378163
RPL36,9606.ENSP00000464342
RPL39,9606.ENSP00000355315
RPL39L,9606.ENSP00000389356
RPL6,9606.ENSP00000403172
RPL9,9606.ENSP00000494697
RPLP0,9606.ENSP00000449328
RPN1,9606.ENSP00000296255
RPS10,9606.ENSP00000481646
RPS12,9606.ENSP00000230050
RPS14,9606.ENSP00000385958
RPS19,9606.ENSP00000470972
RPS2,9606.ENSP00000341885
RPS27L,9606.ENSP00000331019
RPS3,9606.ENSP00000278572
RPS3A,9606.ENSP00000346050
RPS5,9606.ENSP00000472985
RPS6,9606.ENSP00000369757
RPS6KA1,9606.ENSP00000435412
RPS6KA2,9606.ENSP00000422435
RPS6KA3,9606.ENSP00000368884
RPS6KA5,9606.ENSP00000479667
RPS9,9606.ENSP00000375632
RPTOR,9606.ENSP00000307272
RRAD,9606.ENSP00000388744
RRAGD,9606.ENSP00000358423
RRAS,9606.ENSP00000246792
RREB1,9606.ENSP00000369270
RRM1,9606.ENSP00000300738
RRM2,9606.ENSP00000353770
RRM2B,9606.ENSP00000251810
RRP12,9606.ENSP00000446184
RRP8,9606.ENSP00000254605
RRP9,9606.ENSP00000232888
RSAD2,9606.ENSP00000371471
RSL1D1,9606.ENSP00000460871
RSU1,9606.ENSP00000367154
RTN1,9606.ENSP00000267484
RTN3,9606.ENSP00000367050
RTN4RL1,9606.ENSP00000330631
RTP4,9606.ENSP00000259030
RUNX1,9606.ENSP00000300305
RUVBL2,9606.ENSP00000473172
RXRA,9606.ENSP00000419692
RXRB,9606.ENSP00000363817
RYR1,9606.ENSP00000352608
S100A1,9606.ENSP00000292169
S100A10,9606.ENSP00000357801
S100A11,9606.ENSP00000271638
S100A13,9606.ENSP00000392767
S100A4,9606.ENSP00000357704
S100A9,9606.ENSP00000357727
SAC3D1,9606.ENSP00000436649
SAMD9,9606.ENSP00000369292
SAMD9L,9606.ENSP00000326247
SAMHD1,9606.ENSP00000493536
SAMM50,9606.ENSP00000345445
SAP30,9606.ENSP00000296504
SAR1B,9606.ENSP00000385432
SASS6,9606.ENSP00000287482
SAT1,9606.ENSP00000368572
SATB1,9606.ENSP00000399518
SBNO2,9606.ENSP00000354733
SC5D,9606.ENSP00000264027
SCAF4,9606.ENSP00000286835
SCAF8,9606.ENSP00000413098
SCAMP1,9606.ENSP00000481022
SCAMP3,9606.ENSP00000307275
SCARB1,9606.ENSP00000261693
SCARF1,9606.ENSP00000263071
SCD,9606.ENSP00000359380
SCG2,9606.ENSP00000304133
SCG5,9606.ENSP00000300175
SCGN,9606.ENSP00000367197
SCN1B,9606.ENSP00000396915
SCN8A,9606.ENSP00000346534
SCNN1A,9606.ENSP00000353292
SCP2,9606.ENSP00000360569
SCRN1,9606.ENSP00000388942
SCUBE1,9606.ENSP00000354080
SCUBE2,9606.ENSP00000310658
SDAD1,9606.ENSP00000348596
SDC1,9606.ENSP00000370542
SDC2,9606.ENSP00000307046
SDC3,9606.ENSP00000344468
SDC4,9606.ENSP00000361818
SDCBP,9606.ENSP00000428184
SDCCAG8,9606.ENSP00000355499
SDF2L1,9606.ENSP00000248958
SDHA,9606.ENSP00000264932
SDHB,9606.ENSP00000364649
SDHC,9606.ENSP00000356953
SDHD,9606.ENSP00000364699
SEC11A,9606.ENSP00000452697
SEC14L1,9606.ENSP00000376268
SEC14L2,9606.ENSP00000478755
SEC22B,9606.ENSP00000463393
SEC24D,9606.ENSP00000280551
SEC31A,9606.ENSP00000378721
SEC61A1,9606.ENSP00000243253
SECTM1,9606.ENSP00000269389
SELE,9606.ENSP00000331736
SELENBP1,9606.ENSP00000397261
SELENOP,9606.ENSP00000425915
SELENOS,9606.ENSP00000381282
SELENOW,9606.ENSP00000473185
SELL,9606.ENSP00000498227
SELP,9606.ENSP00000263686
SEMA3B,9606.ENSP00000480680
SEMA3C,9606.ENSP00000265361
SEMA4D,9606.ENSP00000416523
SEPTIN4,9606.ENSP00000354874
SEPTIN9,9606.ENSP00000391249
SERBP1,9606.ENSP00000360034
SERINC1,9606.ENSP00000342962
SERP1,9606.ENSP00000420076
SERPINA1,9606.ENSP00000416066
SERPINA3,9606.ENSP00000450540
SERPINA5,9606.ENSP00000333203
SERPINA6,9606.ENSP00000342850
SERPINB5,9606.ENSP00000372221
SERPINB6,9606.ENSP00000484343
