from,to,combined_score
9606.ENSP00000345917,9606.ENSP00000348596,708.0
9606.ENSP00000345917,9606.ENSP00000346088,806.0
9606.ENSP00000345917,9606.ENSP00000346050,865.0
9606.ENSP00000345997,9606.ENSP00000349595,754.0
9606.ENSP00000346032,9606.ENSP00000346839,723.0
9606.ENSP00000346050,9606.ENSP00000346088,999.0
9606.ENSP00000346088,9606.ENSP00000346725,888.0
9606.ENSP00000346120,9606.ENSP00000346725,975.0
9606.ENSP00000346173,9606.ENSP00000348775,748.0
9606.ENSP00000346173,9606.ENSP00000350353,846.0
9606.ENSP00000346508,9606.ENSP00000346839,725.0
9606.ENSP00000346694,9606.ENSP00000349748,939.0
9606.ENSP00000346725,9606.ENSP00000348596,976.0
9606.ENSP00000346827,9606.ENSP00000348775,893.0
9606.ENSP00000346839,9606.ENSP00000348416,717.0
9606.ENSP00000346839,9606.ENSP00000349252,798.0
9606.ENSP00000346839,9606.ENSP00000347041,907.0
9606.ENSP00000347591,9606.ENSP00000347942,999.0
9606.ENSP00000347717,9606.ENSP00000349078,816.0
9606.ENSP00000347792,9606.ENSP00000348461,708.0
9606.ENSP00000347792,9606.ENSP00000348602,953.0
9606.ENSP00000347942,9606.ENSP00000348099,831.0
9606.ENSP00000347942,9606.ENSP00000351015,839.0
9606.ENSP00000348416,9606.ENSP00000349204,729.0
9606.ENSP00000348429,9606.ENSP00000350012,736.0
9606.ENSP00000348442,9606.ENSP00000350708,709.0
9606.ENSP00000348442,9606.ENSP00000350512,928.0
9606.ENSP00000348632,9606.ENSP00000349722,943.0
9606.ENSP00000348753,9606.ENSP00000351015,884.0
9606.ENSP00000348775,9606.ENSP00000349543,794.0
9606.ENSP00000348775,9606.ENSP00000349016,800.0
9606.ENSP00000349016,9606.ENSP00000349543,990.0
9606.ENSP00000349156,9606.ENSP00000349722,768.0
9606.ENSP00000351209,9606.ENSP00000358525,714.0
9606.ENSP00000351209,9606.ENSP00000361004,801.0
9606.ENSP00000351209,9606.ENSP00000357393,997.0
9606.ENSP00000351209,9606.ENSP00000357392,999.0
9606.ENSP00000351255,9606.ENSP00000358727,753.0
9606.ENSP00000351255,9606.ENSP00000353408,761.0
9606.ENSP00000351255,9606.ENSP00000354394,994.0
9606.ENSP00000351273,9606.ENSP00000358335,747.0
9606.ENSP00000351273,9606.ENSP00000360609,761.0
9606.ENSP00000351273,9606.ENSP00000361021,781.0
9606.ENSP00000351273,9606.ENSP00000360266,782.0
9606.ENSP00000351273,9606.ENSP00000357055,794.0
9606.ENSP00000351273,9606.ENSP00000358022,802.0
9606.ENSP00000351273,9606.ENSP00000360215,823.0
9606.ENSP00000351273,9606.ENSP00000359424,950.0
9606.ENSP00000351273,9606.ENSP00000360242,970.0
9606.ENSP00000351273,9606.ENSP00000358327,992.0
9606.ENSP00000351273,9606.ENSP00000356694,999.0
9606.ENSP00000351284,9606.ENSP00000354522,784.0
9606.ENSP00000351284,9606.ENSP00000361043,937.0
9606.ENSP00000351284,9606.ENSP00000351697,938.0
9606.ENSP00000351284,9606.ENSP00000355506,962.0
9606.ENSP00000351284,9606.ENSP00000352257,969.0
9606.ENSP00000351314,9606.ENSP00000354394,743.0
9606.ENSP00000351314,9606.ENSP00000355325,992.0
9606.ENSP00000351314,9606.ENSP00000359910,993.0
9606.ENSP00000351338,9606.ENSP00000353582,856.0
9606.ENSP00000351338,9606.ENSP00000352288,944.0
9606.ENSP00000351338,9606.ENSP00000357177,994.0
9606.ENSP00000351497,9606.ENSP00000356024,731.0
9606.ENSP00000351497,9606.ENSP00000358165,838.0
9606.ENSP00000351602,9606.ENSP00000358490,853.0
9606.ENSP00000351646,9606.ENSP00000359799,722.0
9606.ENSP00000351646,9606.ENSP00000358081,876.0
9606.ENSP00000351646,9606.ENSP00000360609,999.0
9606.ENSP00000351671,9606.ENSP00000354901,866.0
9606.ENSP00000351697,9606.ENSP00000355506,809.0
9606.ENSP00000351697,9606.ENSP00000359181,885.0
9606.ENSP00000351789,9606.ENSP00000359424,707.0
9606.ENSP00000351789,9606.ENSP00000358997,998.0
9606.ENSP00000351807,9606.ENSP00000360871,758.0
9606.ENSP00000351807,9606.ENSP00000352455,882.0
9606.ENSP00000351905,9606.ENSP00000361107,728.0
9606.ENSP00000351905,9606.ENSP00000356954,748.0
9606.ENSP00000351905,9606.ENSP00000357668,853.0
9606.ENSP00000351905,9606.ENSP00000360609,920.0
9606.ENSP00000351905,9606.ENSP00000354621,983.0
9606.ENSP00000351905,9606.ENSP00000355896,999.0
9606.ENSP00000352257,9606.ENSP00000355011,828.0
9606.ENSP00000352257,9606.ENSP00000356840,841.0
9606.ENSP00000352257,9606.ENSP00000354522,843.0
9606.ENSP00000352257,9606.ENSP00000359181,905.0
9606.ENSP00000352257,9606.ENSP00000359300,925.0
9606.ENSP00000352257,9606.ENSP00000355506,951.0
9606.ENSP00000352264,9606.ENSP00000358490,991.0
9606.ENSP00000352272,9606.ENSP00000357057,748.0
9606.ENSP00000352272,9606.ENSP00000355645,773.0
9606.ENSP00000352288,9606.ENSP00000357177,986.0
9606.ENSP00000352455,9606.ENSP00000355718,711.0
9606.ENSP00000352516,9606.ENSP00000354487,897.0
9606.ENSP00000352522,9606.ENSP00000358777,999.0
9606.ENSP00000352572,9606.ENSP00000355966,735.0
9606.ENSP00000352572,9606.ENSP00000359300,892.0
9606.ENSP00000352608,9606.ENSP00000354923,758.0
9606.ENSP00000352608,9606.ENSP00000357057,979.0
9606.ENSP00000352678,9606.ENSP00000359939,903.0
9606.ENSP00000352706,9606.ENSP00000356015,702.0
9606.ENSP00000352706,9606.ENSP00000359871,729.0
9606.ENSP00000352706,9606.ENSP00000357873,795.0
9606.ENSP00000352706,9606.ENSP00000360569,825.0
9606.ENSP00000352706,9606.ENSP00000357320,965.0
9606.ENSP00000352706,9606.ENSP00000357535,984.0
9606.ENSP00000352738,9606.ENSP00000358089,705.0
9606.ENSP00000352926,9606.ENSP00000356954,808.0
9606.ENSP00000353099,9606.ENSP00000354566,774.0
9606.ENSP00000353099,9606.ENSP00000358765,902.0
9606.ENSP00000353292,9606.ENSP00000356832,825.0
9606.ENSP00000353344,9606.ENSP00000360266,710.0
9606.ENSP00000353393,9606.ENSP00000356771,846.0
9606.ENSP00000353408,9606.ENSP00000361021,704.0
9606.ENSP00000353408,9606.ENSP00000354791,718.0
9606.ENSP00000353408,9606.ENSP00000359077,761.0
9606.ENSP00000353408,9606.ENSP00000358866,834.0
9606.ENSP00000353452,9606.ENSP00000353590,807.0
9606.ENSP00000353452,9606.ENSP00000354826,832.0
9606.ENSP00000353512,9606.ENSP00000360869,751.0
9606.ENSP00000353512,9606.ENSP00000354822,894.0
9606.ENSP00000353512,9606.ENSP00000360876,925.0
9606.ENSP00000353512,9606.ENSP00000359783,929.0
9606.ENSP00000353512,9606.ENSP00000359787,931.0
9606.ENSP00000353512,9606.ENSP00000354394,943.0
9606.ENSP00000353654,9606.ENSP00000359114,715.0
9606.ENSP00000353654,9606.ENSP00000358310,733.0
9606.ENSP00000353654,9606.ENSP00000355180,810.0
9606.ENSP00000353654,9606.ENSP00000360882,872.0
9606.ENSP00000353741,9606.ENSP00000358140,738.0
9606.ENSP00000353741,9606.ENSP00000355890,794.0
9606.ENSP00000353741,9606.ENSP00000354125,801.0
9606.ENSP00000353741,9606.ENSP00000355315,916.0
9606.ENSP00000353770,9606.ENSP00000355966,724.0
9606.ENSP00000353770,9606.ENSP00000361298,758.0
9606.ENSP00000353770,9606.ENSP00000355506,788.0
9606.ENSP00000353770,9606.ENSP00000358813,820.0
9606.ENSP00000353770,9606.ENSP00000355922,822.0
9606.ENSP00000353770,9606.ENSP00000355689,932.0
9606.ENSP00000353770,9606.ENSP00000357643,945.0
9606.ENSP00000353864,9606.ENSP00000360021,907.0
9606.ENSP00000354125,9606.ENSP00000355890,709.0
9606.ENSP00000354125,9606.ENSP00000354558,731.0
9606.ENSP00000354125,9606.ENSP00000358089,872.0
9606.ENSP00000354125,9606.ENSP00000358140,999.0
9606.ENSP00000354207,9606.ENSP00000358525,998.0
9606.ENSP00000354357,9606.ENSP00000354677,781.0
9606.ENSP00000354357,9606.ENSP00000356864,801.0
9606.ENSP00000354357,9606.ENSP00000358727,880.0
9606.ENSP00000354357,9606.ENSP00000358851,963.0
9606.ENSP00000354394,9606.ENSP00000358022,714.0
9606.ENSP00000354394,9606.ENSP00000358997,722.0
9606.ENSP00000354394,9606.ENSP00000356530,804.0
9606.ENSP00000354394,9606.ENSP00000354558,827.0
9606.ENSP00000354394,9606.ENSP00000360609,831.0
9606.ENSP00000354394,9606.ENSP00000357459,833.0
9606.ENSP00000354394,9606.ENSP00000359490,853.0
9606.ENSP00000354394,9606.ENSP00000359787,870.0
9606.ENSP00000354394,9606.ENSP00000358165,880.0
9606.ENSP00000354394,9606.ENSP00000359497,881.0
9606.ENSP00000354394,9606.ENSP00000354901,882.0
9606.ENSP00000354394,9606.ENSP00000360266,910.0
9606.ENSP00000354394,9606.ENSP00000359783,915.0
9606.ENSP00000354394,9606.ENSP00000354822,931.0
9606.ENSP00000354394,9606.ENSP00000360869,945.0
9606.ENSP00000354394,9606.ENSP00000360876,985.0
9606.ENSP00000354394,9606.ENSP00000356713,999.0
9606.ENSP00000354468,9606.ENSP00000359380,815.0
9606.ENSP00000354468,9606.ENSP00000359211,878.0
9606.ENSP00000354476,9606.ENSP00000360316,708.0
9606.ENSP00000354476,9606.ENSP00000357452,743.0
9606.ENSP00000354476,9606.ENSP00000359380,753.0
9606.ENSP00000354476,9606.ENSP00000358414,833.0
9606.ENSP00000354476,9606.ENSP00000356919,911.0
9606.ENSP00000354487,9606.ENSP00000361021,763.0
9606.ENSP00000354488,9606.ENSP00000355645,715.0
9606.ENSP00000354522,9606.ENSP00000355506,736.0
9606.ENSP00000354522,9606.ENSP00000360532,823.0
9606.ENSP00000354532,9606.ENSP00000359211,941.0
9606.ENSP00000354558,9606.ENSP00000360266,715.0
9606.ENSP00000354558,9606.ENSP00000355865,781.0
9606.ENSP00000354558,9606.ENSP00000361021,942.0
9606.ENSP00000354558,9606.ENSP00000360290,973.0
9606.ENSP00000354558,9606.ENSP00000359424,973.0
9606.ENSP00000354558,9606.ENSP00000358423,991.0
9606.ENSP00000354558,9606.ENSP00000356832,992.0
9606.ENSP00000354558,9606.ENSP00000360609,998.0
9606.ENSP00000354560,9606.ENSP00000354791,801.0
9606.ENSP00000354566,9606.ENSP00000359663,734.0
9606.ENSP00000354566,9606.ENSP00000358490,959.0
9606.ENSP00000354566,9606.ENSP00000354782,999.0
9606.ENSP00000354607,9606.ENSP00000359864,915.0
9606.ENSP00000354621,9606.ENSP00000355865,745.0
9606.ENSP00000354621,9606.ENSP00000361107,795.0
9606.ENSP00000354621,9606.ENSP00000359206,857.0
9606.ENSP00000354643,9606.ENSP00000354677,731.0
9606.ENSP00000354652,9606.ENSP00000358867,917.0
9606.ENSP00000354671,9606.ENSP00000361021,993.0
9606.ENSP00000354677,9606.ENSP00000358851,729.0
9606.ENSP00000354677,9606.ENSP00000356864,766.0
9606.ENSP00000354677,9606.ENSP00000355084,800.0
9606.ENSP00000354677,9606.ENSP00000358727,806.0
9606.ENSP00000354677,9606.ENSP00000360247,907.0
9606.ENSP00000354681,9606.ENSP00000355865,757.0
9606.ENSP00000354718,9606.ENSP00000357177,920.0
9606.ENSP00000354782,9606.ENSP00000358165,872.0
9606.ENSP00000354782,9606.ENSP00000358490,944.0
9606.ENSP00000354791,9606.ENSP00000361298,843.0
9606.ENSP00000354822,9606.ENSP00000360869,920.0
9606.ENSP00000354822,9606.ENSP00000360876,938.0
9606.ENSP00000354822,9606.ENSP00000359783,970.0
9606.ENSP00000354822,9606.ENSP00000359787,981.0
9606.ENSP00000354822,9606.ENSP00000360242,999.0
9606.ENSP00000354829,9606.ENSP00000360296,923.0
9606.ENSP00000354837,9606.ENSP00000356231,792.0
9606.ENSP00000354874,9606.ENSP00000355865,720.0
9606.ENSP00000354874,9606.ENSP00000360242,995.0
9606.ENSP00000354901,9606.ENSP00000358490,703.0
9606.ENSP00000354901,9606.ENSP00000356792,997.0
9606.ENSP00000354923,9606.ENSP00000358866,771.0
9606.ENSP00000354932,9606.ENSP00000358997,808.0
9606.ENSP00000355011,9606.ENSP00000358635,861.0
9606.ENSP00000355051,9606.ENSP00000359531,992.0
9606.ENSP00000355180,9606.ENSP00000355751,756.0
9606.ENSP00000355180,9606.ENSP00000359114,759.0
9606.ENSP00000355180,9606.ENSP00000358310,839.0
9606.ENSP00000355180,9606.ENSP00000360882,879.0
9606.ENSP00000355228,9606.ENSP00000355890,714.0
9606.ENSP00000355228,9606.ENSP00000357823,905.0
9606.ENSP00000355315,9606.ENSP00000360034,965.0
9606.ENSP00000355325,9606.ENSP00000355865,793.0
9606.ENSP00000355325,9606.ENSP00000356421,947.0
9606.ENSP00000355325,9606.ENSP00000359910,999.0
9606.ENSP00000355361,9606.ENSP00000357362,933.0
9606.ENSP00000355361,9606.ENSP00000355751,978.0
9606.ENSP00000355506,9606.ENSP00000359181,702.0
9606.ENSP00000355506,9606.ENSP00000361298,764.0
9606.ENSP00000355506,9606.ENSP00000361043,832.0
9606.ENSP00000355506,9606.ENSP00000358813,896.0
9606.ENSP00000355506,9606.ENSP00000355922,900.0
9606.ENSP00000355518,9606.ENSP00000356978,805.0
9606.ENSP00000355518,9606.ENSP00000357838,859.0
9606.ENSP00000355518,9606.ENSP00000359539,978.0
9606.ENSP00000355518,9606.ENSP00000358719,989.0
9606.ENSP00000355518,9606.ENSP00000356953,997.0
9606.ENSP00000355607,9606.ENSP00000360569,721.0
9606.ENSP00000355607,9606.ENSP00000359297,765.0
9606.ENSP00000355607,9606.ENSP00000360296,813.0
9606.ENSP00000355607,9606.ENSP00000357051,841.0
9606.ENSP00000355629,9606.ENSP00000360183,799.0
9606.ENSP00000355645,9606.ENSP00000356156,800.0
9606.ENSP00000355645,9606.ENSP00000358866,948.0
9606.ENSP00000355751,9606.ENSP00000358310,736.0
9606.ENSP00000355751,9606.ENSP00000360882,742.0
9606.ENSP00000355751,9606.ENSP00000359114,898.0
9606.ENSP00000355865,9606.ENSP00000360609,785.0
9606.ENSP00000355865,9606.ENSP00000357625,798.0
9606.ENSP00000355865,9606.ENSP00000359910,912.0
9606.ENSP00000355865,9606.ENSP00000357307,917.0
9606.ENSP00000355890,9606.ENSP00000360268,723.0
9606.ENSP00000355890,9606.ENSP00000358140,737.0
9606.ENSP00000355890,9606.ENSP00000358635,999.0
9606.ENSP00000355896,9606.ENSP00000356954,725.0
9606.ENSP00000355922,9606.ENSP00000360944,708.0
9606.ENSP00000355922,9606.ENSP00000357858,765.0
9606.ENSP00000355922,9606.ENSP00000358813,967.0
9606.ENSP00000355922,9606.ENSP00000355966,970.0
9606.ENSP00000355922,9606.ENSP00000357643,979.0
9606.ENSP00000355922,9606.ENSP00000361298,985.0
9606.ENSP00000355923,9606.ENSP00000361027,842.0
9606.ENSP00000355966,9606.ENSP00000357858,717.0
9606.ENSP00000355966,9606.ENSP00000358813,845.0
9606.ENSP00000355966,9606.ENSP00000357643,851.0
9606.ENSP00000355966,9606.ENSP00000361298,920.0
9606.ENSP00000356015,9606.ENSP00000357535,831.0
9606.ENSP00000356015,9606.ENSP00000357873,962.0
9606.ENSP00000356015,9606.ENSP00000358414,993.0
9606.ENSP00000356218,9606.ENSP00000359380,820.0
9606.ENSP00000356218,9606.ENSP00000359211,877.0
9606.ENSP00000356224,9606.ENSP00000357283,996.0
9606.ENSP00000356231,9606.ENSP00000361009,793.0
9606.ENSP00000356256,9606.ENSP00000360782,745.0
9606.ENSP00000356399,9606.ENSP00000360871,725.0
9606.ENSP00000356399,9606.ENSP00000356771,736.0
9606.ENSP00000356399,9606.ENSP00000357980,781.0
9606.ENSP00000356421,9606.ENSP00000359910,997.0
9606.ENSP00000356429,9606.ENSP00000357177,727.0
9606.ENSP00000356429,9606.ENSP00000358867,812.0
9606.ENSP00000356436,9606.ENSP00000360141,908.0
9606.ENSP00000356436,9606.ENSP00000356438,962.0
9606.ENSP00000356438,9606.ENSP00000360266,866.0
9606.ENSP00000356438,9606.ENSP00000360247,920.0
9606.ENSP00000356438,9606.ENSP00000360687,945.0
9606.ENSP00000356529,9606.ENSP00000357177,764.0
9606.ENSP00000356529,9606.ENSP00000358867,863.0
9606.ENSP00000356530,9606.ENSP00000358866,947.0
9606.ENSP00000356694,9606.ENSP00000360266,724.0
9606.ENSP00000356694,9606.ENSP00000360242,738.0
9606.ENSP00000356694,9606.ENSP00000359663,850.0
9606.ENSP00000356713,9606.ENSP00000360730,770.0
9606.ENSP00000356853,9606.ENSP00000360939,831.0
9606.ENSP00000356853,9606.ENSP00000361285,980.0
9606.ENSP00000356864,9606.ENSP00000358727,840.0
9606.ENSP00000356864,9606.ENSP00000358851,862.0
9606.ENSP00000356918,9606.ENSP00000360183,872.0
9606.ENSP00000356953,9606.ENSP00000358737,715.0
9606.ENSP00000356953,9606.ENSP00000359539,859.0
9606.ENSP00000356953,9606.ENSP00000356972,981.0
9606.ENSP00000356954,9606.ENSP00000360266,828.0
9606.ENSP00000356972,9606.ENSP00000360782,774.0
9606.ENSP00000356972,9606.ENSP00000358737,850.0
9606.ENSP00000356972,9606.ENSP00000358272,991.0
9606.ENSP00000356972,9606.ENSP00000360492,999.0
9606.ENSP00000356978,9606.ENSP00000357787,904.0
9606.ENSP00000357022,9606.ENSP00000358490,853.0
9606.ENSP00000357048,9606.ENSP00000359000,789.0
9606.ENSP00000357051,9606.ENSP00000359233,991.0
9606.ENSP00000357051,9606.ENSP00000358312,996.0
9606.ENSP00000357320,9606.ENSP00000357823,976.0
9606.ENSP00000357452,9606.ENSP00000358414,727.0
9606.ENSP00000357459,9606.ENSP00000360215,751.0
9606.ENSP00000357459,9606.ENSP00000360922,757.0
9606.ENSP00000357535,9606.ENSP00000359151,711.0
9606.ENSP00000357535,9606.ENSP00000359871,863.0
9606.ENSP00000357535,9606.ENSP00000360569,898.0
9606.ENSP00000357535,9606.ENSP00000357873,993.0
9606.ENSP00000357625,9606.ENSP00000358081,718.0
9606.ENSP00000357625,9606.ENSP00000358022,795.0
9606.ENSP00000357643,9606.ENSP00000358813,865.0
9606.ENSP00000357643,9606.ENSP00000361298,892.0
9606.ENSP00000357704,9606.ENSP00000357801,758.0
9606.ENSP00000357835,9606.ENSP00000358777,734.0
9606.ENSP00000357835,9606.ENSP00000358737,807.0
9606.ENSP00000357838,9606.ENSP00000360268,998.0
9606.ENSP00000357858,9606.ENSP00000361298,762.0
9606.ENSP00000357858,9606.ENSP00000358813,913.0
9606.ENSP00000357873,9606.ENSP00000359151,951.0
9606.ENSP00000357980,9606.ENSP00000360242,805.0
9606.ENSP00000357981,9606.ENSP00000360242,745.0
9606.ENSP00000358022,9606.ENSP00000358081,717.0
9606.ENSP00000358022,9606.ENSP00000361021,763.0
9606.ENSP00000358022,9606.ENSP00000360242,809.0
9606.ENSP00000358022,9606.ENSP00000359206,884.0
9606.ENSP00000358081,9606.ENSP00000360609,960.0
9606.ENSP00000358089,9606.ENSP00000361066,722.0
9606.ENSP00000358089,9606.ENSP00000360922,795.0
9606.ENSP00000358272,9606.ENSP00000360492,953.0
9606.ENSP00000358312,9606.ENSP00000359233,867.0
9606.ENSP00000358327,9606.ENSP00000360242,999.0
9606.ENSP00000358335,9606.ENSP00000360266,753.0
9606.ENSP00000358335,9606.ENSP00000359295,862.0
9606.ENSP00000358335,9606.ENSP00000360290,911.0
9606.ENSP00000358335,9606.ENSP00000360242,951.0
9606.ENSP00000358335,9606.ENSP00000358997,987.0
9606.ENSP00000358335,9606.ENSP00000359424,994.0
9606.ENSP00000358414,9606.ENSP00000360918,756.0
9606.ENSP00000358423,9606.ENSP00000360290,714.0
9606.ENSP00000358490,9606.ENSP00000359663,877.0
9606.ENSP00000358563,9606.ENSP00000360609,857.0
9606.ENSP00000358635,9606.ENSP00000360034,728.0
9606.ENSP00000358727,9606.ENSP00000358851,834.0
9606.ENSP00000358813,9606.ENSP00000360793,777.0
9606.ENSP00000358813,9606.ENSP00000361298,955.0
9606.ENSP00000358866,9606.ENSP00000360609,842.0
9606.ENSP00000358866,9606.ENSP00000360985,885.0
9606.ENSP00000358867,9606.ENSP00000359765,752.0
9606.ENSP00000358867,9606.ENSP00000360021,814.0
9606.ENSP00000358983,9606.ENSP00000359206,963.0
9606.ENSP00000358983,9606.ENSP00000359424,998.0
9606.ENSP00000358997,9606.ENSP00000359424,999.0
9606.ENSP00000359073,9606.ENSP00000360916,913.0
9606.ENSP00000359098,9606.ENSP00000360492,824.0
9606.ENSP00000359114,9606.ENSP00000360882,877.0
9606.ENSP00000359206,9606.ENSP00000359424,830.0
9606.ENSP00000359233,9606.ENSP00000360569,771.0
9606.ENSP00000359258,9606.ENSP00000359539,843.0
9606.ENSP00000359258,9606.ENSP00000359976,882.0
9606.ENSP00000359295,9606.ENSP00000359531,809.0
9606.ENSP00000359297,9606.ENSP00000360918,768.0
9606.ENSP00000359297,9606.ENSP00000360316,858.0
9606.ENSP00000359300,9606.ENSP00000360782,817.0
9606.ENSP00000359380,9606.ENSP00000359956,781.0
9606.ENSP00000359424,9606.ENSP00000360242,772.0
9606.ENSP00000359424,9606.ENSP00000361066,814.0
9606.ENSP00000359424,9606.ENSP00000361021,964.0
9606.ENSP00000359424,9606.ENSP00000360609,979.0
9606.ENSP00000359490,9606.ENSP00000360876,722.0
9606.ENSP00000359490,9606.ENSP00000359497,853.0
9606.ENSP00000359539,9606.ENSP00000359991,793.0
9606.ENSP00000359539,9606.ENSP00000359976,958.0
9606.ENSP00000359783,9606.ENSP00000360869,974.0
9606.ENSP00000359783,9606.ENSP00000360876,984.0
9606.ENSP00000359783,9606.ENSP00000359787,999.0
9606.ENSP00000359787,9606.ENSP00000360869,967.0
9606.ENSP00000359787,9606.ENSP00000360876,982.0
9606.ENSP00000359793,9606.ENSP00000360141,708.0
9606.ENSP00000359799,9606.ENSP00000360609,754.0
9606.ENSP00000359871,9606.ENSP00000360569,745.0
9606.ENSP00000359871,9606.ENSP00000360541,853.0
9606.ENSP00000359910,9606.ENSP00000360609,747.0
9606.ENSP00000359991,9606.ENSP00000361064,911.0
9606.ENSP00000360021,9606.ENSP00000361009,901.0
9606.ENSP00000360021,9606.ENSP00000360141,950.0
9606.ENSP00000360124,9606.ENSP00000360939,706.0
9606.ENSP00000360141,9606.ENSP00000360183,874.0
9606.ENSP00000360154,9606.ENSP00000361021,931.0
9606.ENSP00000360242,9606.ENSP00000361021,921.0
9606.ENSP00000360266,9606.ENSP00000360609,752.0
9606.ENSP00000360266,9606.ENSP00000361021,775.0
9606.ENSP00000360266,9606.ENSP00000361066,938.0
9606.ENSP00000360316,9606.ENSP00000360918,930.0
9606.ENSP00000360532,9606.ENSP00000361275,886.0
9606.ENSP00000360687,9606.ENSP00000360697,789.0
9606.ENSP00000360730,9606.ENSP00000361004,972.0
9606.ENSP00000360793,9606.ENSP00000361298,764.0
9606.ENSP00000360869,9606.ENSP00000360876,999.0
9606.ENSP00000361021,9606.ENSP00000361107,753.0
9606.ENSP00000361310,9606.ENSP00000368458,999.0
9606.ENSP00000361359,9606.ENSP00000365230,710.0
9606.ENSP00000361359,9606.ENSP00000370034,740.0
9606.ENSP00000361359,9606.ENSP00000365435,777.0
9606.ENSP00000361359,9606.ENSP00000370989,857.0
9606.ENSP00000361359,9606.ENSP00000368538,942.0
9606.ENSP00000361359,9606.ENSP00000368450,951.0
9606.ENSP00000361359,9606.ENSP00000362994,968.0
9606.ENSP00000361405,9606.ENSP00000364979,753.0
9606.ENSP00000361405,9606.ENSP00000362776,802.0
9606.ENSP00000361405,9606.ENSP00000361850,871.0
9606.ENSP00000361405,9606.ENSP00000368683,963.0
9606.ENSP00000361405,9606.ENSP00000367851,963.0
9606.ENSP00000361405,9606.ENSP00000370542,968.0
9606.ENSP00000361405,9606.ENSP00000362680,970.0
9606.ENSP00000361423,9606.ENSP00000365230,722.0
9606.ENSP00000361423,9606.ENSP00000361930,759.0
9606.ENSP00000361423,9606.ENSP00000368759,773.0
9606.ENSP00000361423,9606.ENSP00000371267,810.0
9606.ENSP00000361423,9606.ENSP00000365312,998.0
9606.ENSP00000361433,9606.ENSP00000369757,701.0
9606.ENSP00000361433,9606.ENSP00000375632,733.0
9606.ENSP00000361433,9606.ENSP00000371169,744.0
9606.ENSP00000361433,9606.ENSP00000370589,780.0
9606.ENSP00000361433,9606.ENSP00000368984,999.0
9606.ENSP00000361433,9606.ENSP00000366135,999.0
9606.ENSP00000361433,9606.ENSP00000374354,999.0
9606.ENSP00000361512,9606.ENSP00000367615,704.0
9606.ENSP00000361512,9606.ENSP00000371253,721.0
9606.ENSP00000361512,9606.ENSP00000371393,939.0
9606.ENSP00000361540,9606.ENSP00000369497,712.0
9606.ENSP00000361540,9606.ENSP00000368458,798.0
9606.ENSP00000361540,9606.ENSP00000364721,816.0
9606.ENSP00000361540,9606.ENSP00000363524,941.0
9606.ENSP00000361540,9606.ENSP00000363055,968.0
9606.ENSP00000361540,9606.ENSP00000364976,971.0
9606.ENSP00000361540,9606.ENSP00000362146,992.0
9606.ENSP00000361595,9606.ENSP00000368727,969.0
9606.ENSP00000361635,9606.ENSP00000365230,713.0
9606.ENSP00000361635,9606.ENSP00000370517,772.0
9606.ENSP00000361635,9606.ENSP00000363591,882.0
9606.ENSP00000361635,9606.ENSP00000370808,993.0
9606.ENSP00000361636,9606.ENSP00000370975,997.0
9606.ENSP00000361636,9606.ENSP00000371336,999.0
9606.ENSP00000361668,9606.ENSP00000368683,950.0
9606.ENSP00000361777,9606.ENSP00000362820,788.0
9606.ENSP00000361818,9606.ENSP00000364979,705.0
9606.ENSP00000361818,9606.ENSP00000371420,780.0
9606.ENSP00000361818,9606.ENSP00000370542,947.0
9606.ENSP00000361850,9606.ENSP00000366307,802.0
9606.ENSP00000361894,9606.ENSP00000365770,701.0
9606.ENSP00000361894,9606.ENSP00000370737,929.0
9606.ENSP00000361930,9606.ENSP00000363377,722.0
9606.ENSP00000361930,9606.ENSP00000365016,767.0
9606.ENSP00000361930,9606.ENSP00000375711,794.0
9606.ENSP00000361930,9606.ENSP00000362680,819.0
9606.ENSP00000361930,9606.ENSP00000368880,917.0
9606.ENSP00000361930,9606.ENSP00000371267,978.0
9606.ENSP00000361965,9606.ENSP00000368727,761.0
9606.ENSP00000361965,9606.ENSP00000369456,785.0
9606.ENSP00000361965,9606.ENSP00000367615,929.0
9606.ENSP00000362082,9606.ENSP00000368686,711.0
9606.ENSP00000362082,9606.ENSP00000362410,750.0
9606.ENSP00000362082,9606.ENSP00000362768,927.0
9606.ENSP00000362082,9606.ENSP00000368458,978.0
9606.ENSP00000362110,9606.ENSP00000362931,718.0
9606.ENSP00000362110,9606.ENSP00000364289,929.0
9606.ENSP00000362110,9606.ENSP00000364813,995.0
9606.ENSP00000362110,9606.ENSP00000365625,998.0
9606.ENSP00000362146,9606.ENSP00000376055,707.0
9606.ENSP00000362146,9606.ENSP00000363055,780.0
9606.ENSP00000362146,9606.ENSP00000363524,932.0
9606.ENSP00000362195,9606.ENSP00000364898,774.0
9606.ENSP00000362195,9606.ENSP00000371067,983.0
9606.ENSP00000362208,9606.ENSP00000364119,701.0
9606.ENSP00000362208,9606.ENSP00000370589,723.0
9606.ENSP00000362208,9606.ENSP00000368927,788.0
9606.ENSP00000362208,9606.ENSP00000364320,912.0
9606.ENSP00000362208,9606.ENSP00000369757,972.0
9606.ENSP00000362208,9606.ENSP00000375632,991.0
9606.ENSP00000362299,9606.ENSP00000368104,854.0
9606.ENSP00000362299,9606.ENSP00000363708,979.0
9606.ENSP00000362299,9606.ENSP00000373574,999.0
