"protein1","protein2","combined_score"
"9606.ENSP00000341885","9606.ENSP00000449328",999
"9606.ENSP00000341885","9606.ENSP00000377958",758
"9606.ENSP00000341885","9606.ENSP00000333401",843
"9606.ENSP00000341885","9606.ENSP00000346088",998
"9606.ENSP00000341885","9606.ENSP00000398131",928
"9606.ENSP00000341885","9606.ENSP00000357320",898
"9606.ENSP00000341885","9606.ENSP00000355890",791
"9606.ENSP00000341885","9606.ENSP00000446252",734
"9606.ENSP00000341885","9606.ENSP00000355315",997
"9606.ENSP00000341885","9606.ENSP00000419449",980
"9606.ENSP00000341885","9606.ENSP00000381736",910
"9606.ENSP00000341885","9606.ENSP00000306788",951
"9606.ENSP00000341885","9606.ENSP00000375632",999
"9606.ENSP00000341885","9606.ENSP00000395590",966
"9606.ENSP00000341885","9606.ENSP00000385958",999
"9606.ENSP00000341885","9606.ENSP00000360034",994
"9606.ENSP00000341885","9606.ENSP00000349142",882
"9606.ENSP00000341885","9606.ENSP00000264995",906
"9606.ENSP00000341885","9606.ENSP00000230340",998
"9606.ENSP00000341885","9606.ENSP00000380044",830
"9606.ENSP00000341885","9606.ENSP00000378163",999
"9606.ENSP00000341885","9606.ENSP00000230050",999
"9606.ENSP00000341885","9606.ENSP00000426909",999
"9606.ENSP00000341885","9606.ENSP00000470972",999
"9606.ENSP00000341885","9606.ENSP00000317376",967
"9606.ENSP00000341885","9606.ENSP00000364320",952
"9606.ENSP00000341885","9606.ENSP00000481646",999
"9606.ENSP00000341885","9606.ENSP00000464342",999
"9606.ENSP00000341885","9606.ENSP00000403172",999
"9606.ENSP00000341885","9606.ENSP00000328854",824
"9606.ENSP00000341885","9606.ENSP00000358140",993
"9606.ENSP00000341885","9606.ENSP00000326981",976
"9606.ENSP00000341885","9606.ENSP00000261769",811
"9606.ENSP00000341885","9606.ENSP00000494697",999
"9606.ENSP00000341885","9606.ENSP00000447001",999
"9606.ENSP00000341885","9606.ENSP00000376055",984
"9606.ENSP00000341885","9606.ENSP00000308897",872
"9606.ENSP00000341885","9606.ENSP00000246535",769
"9606.ENSP00000341885","9606.ENSP00000215375",748
"9606.ENSP00000341885","9606.ENSP00000496832",795
"9606.ENSP00000341885","9606.ENSP00000322439",987
"9606.ENSP00000341885","9606.ENSP00000384952",944
"9606.ENSP00000341885","9606.ENSP00000331019",993
"9606.ENSP00000341885","9606.ENSP00000216554",969
"9606.ENSP00000341885","9606.ENSP00000253039",995
"9606.ENSP00000341885","9606.ENSP00000290299",773
"9606.ENSP00000341885","9606.ENSP00000354125",994
"9606.ENSP00000341885","9606.ENSP00000369757",999
"9606.ENSP00000341885","9606.ENSP00000296411",729
"9606.ENSP00000341885","9606.ENSP00000232905",877
"9606.ENSP00000341885","9606.ENSP00000446184",903
"9606.ENSP00000341885","9606.ENSP00000305230",856
"9606.ENSP00000341885","9606.ENSP00000353741",964
"9606.ENSP00000341885","9606.ENSP00000221801",878
"9606.ENSP00000341885","9606.ENSP00000280326",740
"9606.ENSP00000341885","9606.ENSP00000370589",785
"9606.ENSP00000341885","9606.ENSP00000302886",972
"9606.ENSP00000341885","9606.ENSP00000472985",999
"9606.ENSP00000341885","9606.ENSP00000313007",715
"9606.ENSP00000341885","9606.ENSP00000496044",920
"9606.ENSP00000341885","9606.ENSP00000346725",723
"9606.ENSP00000341885","9606.ENSP00000263657",980
"9606.ENSP00000341885","9606.ENSP00000219252",946
"9606.ENSP00000341885","9606.ENSP00000293831",952
"9606.ENSP00000341885","9606.ENSP00000267884",879
"9606.ENSP00000341885","9606.ENSP00000380070",741
"9606.ENSP00000341885","9606.ENSP00000243253",977
"9606.ENSP00000341885","9606.ENSP00000384477",753
"9606.ENSP00000341885","9606.ENSP00000009530",981
"9606.ENSP00000341940","9606.ENSP00000242729",931
"9606.ENSP00000341940","9606.ENSP00000355533",728
"9606.ENSP00000341940","9606.ENSP00000346032",898
"9606.ENSP00000341940","9606.ENSP00000362680",966
"9606.ENSP00000341940","9606.ENSP00000360609",848
"9606.ENSP00000341940","9606.ENSP00000338343",978
"9606.ENSP00000341940","9606.ENSP00000499406",751
"9606.ENSP00000341940","9606.ENSP00000352608",882
"9606.ENSP00000341940","9606.ENSP00000335153",848
"9606.ENSP00000341940","9606.ENSP00000349541",979
"9606.ENSP00000341940","9606.ENSP00000358866",789
"9606.ENSP00000341940","9606.ENSP00000222693",998
"9606.ENSP00000341940","9606.ENSP00000345731",888
"9606.ENSP00000341940","9606.ENSP00000339191",995
"9606.ENSP00000341940","9606.ENSP00000262018",925
"9606.ENSP00000341940","9606.ENSP00000489829",782
"9606.ENSP00000341940","9606.ENSP00000496268",923
"9606.ENSP00000341940","9606.ENSP00000354923",990
"9606.ENSP00000341940","9606.ENSP00000290310",792
"9606.ENSP00000341940","9606.ENSP00000282541",817
"9606.ENSP00000341940","9606.ENSP00000431813",732
"9606.ENSP00000341940","9606.ENSP00000243457",826
"9606.ENSP00000341940","9606.ENSP00000262186",858
"9606.ENSP00000341940","9606.ENSP00000447297",762
"9606.ENSP00000341940","9606.ENSP00000299767",808
"9606.ENSP00000341940","9606.ENSP00000291295",941
"9606.ENSP00000341940","9606.ENSP00000380349",788
"9606.ENSP00000341940","9606.ENSP00000399376",914
"9606.ENSP00000341940","9606.ENSP00000477999",822
"9606.ENSP00000341940","9606.ENSP00000218867",882
"9606.ENSP00000341940","9606.ENSP00000369689",943
"9606.ENSP00000341940","9606.ENSP00000370839",956
"9606.ENSP00000341940","9606.ENSP00000334198",908
"9606.ENSP00000341940","9606.ENSP00000360423",701
"9606.ENSP00000341940","9606.ENSP00000346671",933
"9606.ENSP00000341940","9606.ENSP00000275493",931
"9606.ENSP00000341940","9606.ENSP00000366109",927
"9606.ENSP00000342007","9606.ENSP00000440689",982
"9606.ENSP00000342007","9606.ENSP00000419970",892
"9606.ENSP00000342007","9606.ENSP00000241337",937
"9606.ENSP00000342007","9606.ENSP00000358727",920
"9606.ENSP00000342007","9606.ENSP00000369927",924
"9606.ENSP00000342007","9606.ENSP00000378972",705
"9606.ENSP00000342007","9606.ENSP00000360958",946
"9606.ENSP00000342007","9606.ENSP00000001146",945
"9606.ENSP00000342007","9606.ENSP00000301645",973
"9606.ENSP00000342007","9606.ENSP00000293761",915
"9606.ENSP00000342007","9606.ENSP00000320401",877
"9606.ENSP00000342007","9606.ENSP00000480004",961
"9606.ENSP00000342007","9606.ENSP00000211122",933
"9606.ENSP00000342007","9606.ENSP00000358421",937
"9606.ENSP00000342007","9606.ENSP00000308032",935
"9606.ENSP00000342007","9606.ENSP00000221700",707
"9606.ENSP00000342007","9606.ENSP00000290765",927
"9606.ENSP00000342007","9606.ENSP00000224356",944
"9606.ENSP00000342007","9606.ENSP00000297785",931
"9606.ENSP00000342007","9606.ENSP00000311469",960
"9606.ENSP00000342007","9606.ENSP00000363832",948
"9606.ENSP00000342007","9606.ENSP00000378488",950
"9606.ENSP00000342007","9606.ENSP00000242057",866
"9606.ENSP00000342007","9606.ENSP00000341625",893
"9606.ENSP00000342007","9606.ENSP00000358851",921
"9606.ENSP00000342007","9606.ENSP00000430950",930
"9606.ENSP00000342007","9606.ENSP00000356729",706
"9606.ENSP00000342007","9606.ENSP00000379512",916
"9606.ENSP00000342007","9606.ENSP00000356864",906
"9606.ENSP00000342007","9606.ENSP00000217961",918
"9606.ENSP00000342007","9606.ENSP00000380070",989
"9606.ENSP00000342007","9606.ENSP00000201586",923
"9606.ENSP00000342007","9606.ENSP00000308430",856
"9606.ENSP00000342007","9606.ENSP00000368727",948
"9606.ENSP00000342007","9606.ENSP00000332256",925
"9606.ENSP00000342007","9606.ENSP00000358903",929
"9606.ENSP00000342007","9606.ENSP00000217971",849
"9606.ENSP00000342007","9606.ENSP00000249750",920
"9606.ENSP00000342007","9606.ENSP00000354357",935
"9606.ENSP00000342007","9606.ENSP00000360247",934
"9606.ENSP00000342007","9606.ENSP00000285979",942
"9606.ENSP00000342007","9606.ENSP00000336528",834
"9606.ENSP00000342007","9606.ENSP00000311095",972
"9606.ENSP00000342007","9606.ENSP00000443194",944
"9606.ENSP00000342026","9606.ENSP00000229270",743
"9606.ENSP00000342026","9606.ENSP00000354357",940
"9606.ENSP00000342026","9606.ENSP00000301522",798
"9606.ENSP00000342026","9606.ENSP00000346103",973
"9606.ENSP00000342026","9606.ENSP00000363641",818
"9606.ENSP00000342026","9606.ENSP00000379512",928
"9606.ENSP00000342026","9606.ENSP00000374265",967
"9606.ENSP00000342026","9606.ENSP00000495750",915
"9606.ENSP00000342026","9606.ENSP00000356864",914
"9606.ENSP00000342026","9606.ENSP00000265462",832
"9606.ENSP00000342026","9606.ENSP00000358851",920
"9606.ENSP00000342026","9606.ENSP00000423822",971
"9606.ENSP00000342026","9606.ENSP00000311469",939
"9606.ENSP00000342026","9606.ENSP00000290765",928
"9606.ENSP00000342026","9606.ENSP00000484644",901
"9606.ENSP00000342026","9606.ENSP00000211122",932
"9606.ENSP00000342026","9606.ENSP00000495530",737
"9606.ENSP00000342026","9606.ENSP00000221130",964
"9606.ENSP00000342026","9606.ENSP00000437125",746
"9606.ENSP00000342026","9606.ENSP00000405573",707
"9606.ENSP00000342026","9606.ENSP00000446252",703
"9606.ENSP00000342026","9606.ENSP00000354677",970
"9606.ENSP00000342026","9606.ENSP00000373477",967
"9606.ENSP00000342026","9606.ENSP00000241337",933
"9606.ENSP00000342026","9606.ENSP00000358727",957
"9606.ENSP00000342056","9606.ENSP00000437783",962
"9606.ENSP00000342056","9606.ENSP00000360268",704
"9606.ENSP00000342056","9606.ENSP00000264867",731
"9606.ENSP00000342056","9606.ENSP00000356972",772
"9606.ENSP00000342056","9606.ENSP00000316924",984
"9606.ENSP00000342056","9606.ENSP00000231887",712
"9606.ENSP00000342056","9606.ENSP00000216034",727
"9606.ENSP00000342056","9606.ENSP00000388183",941
"9606.ENSP00000342056","9606.ENSP00000483300",920
"9606.ENSP00000342056","9606.ENSP00000323811",871
"9606.ENSP00000342056","9606.ENSP00000280346",996
"9606.ENSP00000342056","9606.ENSP00000217901",874
"9606.ENSP00000342056","9606.ENSP00000205402",911
"9606.ENSP00000342056","9606.ENSP00000216254",999
"9606.ENSP00000342056","9606.ENSP00000335304",951
"9606.ENSP00000342056","9606.ENSP00000419243",721
"9606.ENSP00000342056","9606.ENSP00000321070",975
"9606.ENSP00000342056","9606.ENSP00000322706",895
"9606.ENSP00000342056","9606.ENSP00000331897",994
"9606.ENSP00000342056","9606.ENSP00000358719",972
"9606.ENSP00000342056","9606.ENSP00000457513",783
"9606.ENSP00000342056","9606.ENSP00000268379",746
"9606.ENSP00000342056","9606.ENSP00000269980",893
"9606.ENSP00000342056","9606.ENSP00000317159",899
"9606.ENSP00000342056","9606.ENSP00000323867",742
"9606.ENSP00000342056","9606.ENSP00000370808",821
"9606.ENSP00000342056","9606.ENSP00000494360",960
"9606.ENSP00000342056","9606.ENSP00000297185",742
"9606.ENSP00000342056","9606.ENSP00000307188",891
"9606.ENSP00000342056","9606.ENSP00000327070",999
"9606.ENSP00000342056","9606.ENSP00000369134",832
"9606.ENSP00000342056","9606.ENSP00000319814",955
"9606.ENSP00000342056","9606.ENSP00000253382",983
"9606.ENSP00000342056","9606.ENSP00000277865",948
"9606.ENSP00000342056","9606.ENSP00000419325",948
"9606.ENSP00000342056","9606.ENSP00000357535",843
"9606.ENSP00000342056","9606.ENSP00000304592",911
"9606.ENSP00000342056","9606.ENSP00000333664",942
"9606.ENSP00000342056","9606.ENSP00000482773",832
"9606.ENSP00000342056","9606.ENSP00000215882",964
"9606.ENSP00000342056","9606.ENSP00000497587",724
"9606.ENSP00000342056","9606.ENSP00000445175",949
"9606.ENSP00000342056","9606.ENSP00000446252",713
"9606.ENSP00000342056","9606.ENSP00000405573",799
"9606.ENSP00000342056","9606.ENSP00000378487",860
"9606.ENSP00000342056","9606.ENSP00000263774",758
"9606.ENSP00000342056","9606.ENSP00000270776",709
"9606.ENSP00000342056","9606.ENSP00000381736",940
"9606.ENSP00000342056","9606.ENSP00000221130",836
"9606.ENSP00000342056","9606.ENSP00000359151",865
"9606.ENSP00000342056","9606.ENSP00000428845",832
"9606.ENSP00000342056","9606.ENSP00000486540",709
"9606.ENSP00000342056","9606.ENSP00000433560",734
"9606.ENSP00000342056","9606.ENSP00000285093",946
"9606.ENSP00000342056","9606.ENSP00000265838",977
"9606.ENSP00000342056","9606.ENSP00000349142",726
"9606.ENSP00000342056","9606.ENSP00000356953",891
"9606.ENSP00000342056","9606.ENSP00000203407",710
"9606.ENSP00000342056","9606.ENSP00000377192",731
"9606.ENSP00000342056","9606.ENSP00000307241",941
"9606.ENSP00000342056","9606.ENSP00000385385",817
"9606.ENSP00000342056","9606.ENSP00000466259",998
"9606.ENSP00000342056","9606.ENSP00000264954",756
"9606.ENSP00000342056","9606.ENSP00000474560",817
"9606.ENSP00000342056","9606.ENSP00000307786",733
"9606.ENSP00000342056","9606.ENSP00000264932",984
"9606.ENSP00000342056","9606.ENSP00000498994",987
"9606.ENSP00000342056","9606.ENSP00000299166",813
"9606.ENSP00000342056","9606.ENSP00000227868",909
"9606.ENSP00000342056","9606.ENSP00000229270",742
"9606.ENSP00000342056","9606.ENSP00000383365",770
"9606.ENSP00000342056","9606.ENSP00000364649",996
"9606.ENSP00000342056","9606.ENSP00000325136",951
"9606.ENSP00000342056","9606.ENSP00000472474",816
"9606.ENSP00000342056","9606.ENSP00000317780",770
"9606.ENSP00000342056","9606.ENSP00000358414",873
"9606.ENSP00000342056","9606.ENSP00000263383",870
"9606.ENSP00000342056","9606.ENSP00000392709",737
"9606.ENSP00000342056","9606.ENSP00000318351",894
"9606.ENSP00000342056","9606.ENSP00000290299",703
"9606.ENSP00000342056","9606.ENSP00000390265",993
"9606.ENSP00000342056","9606.ENSP00000356015",966
"9606.ENSP00000342056","9606.ENSP00000380070",835
"9606.ENSP00000342056","9606.ENSP00000377446",929
"9606.ENSP00000342056","9606.ENSP00000434516",740
"9606.ENSP00000342056","9606.ENSP00000340019",897
"9606.ENSP00000342056","9606.ENSP00000315013",759
"9606.ENSP00000342056","9606.ENSP00000245206",952
"9606.ENSP00000342056","9606.ENSP00000363614",916
"9606.ENSP00000342056","9606.ENSP00000281456",852
"9606.ENSP00000342056","9606.ENSP00000262030",917
"9606.ENSP00000342056","9606.ENSP00000299518",925
"9606.ENSP00000342056","9606.ENSP00000485525",830
"9606.ENSP00000342056","9606.ENSP00000301764",783
"9606.ENSP00000342056","9606.ENSP00000355518",993
"9606.ENSP00000342056","9606.ENSP00000359539",908
"9606.ENSP00000342082","9606.ENSP00000466090",998
"9606.ENSP00000342082","9606.ENSP00000231751",811
"9606.ENSP00000342105","9606.ENSP00000258149",703
"9606.ENSP00000342105","9606.ENSP00000301764",911
"9606.ENSP00000342105","9606.ENSP00000269305",870
"9606.ENSP00000342114","9606.ENSP00000349252",855
"9606.ENSP00000342114","9606.ENSP00000380948",981
"9606.ENSP00000342114","9606.ENSP00000415283",745
"9606.ENSP00000342114","9606.ENSP00000427690",748
"9606.ENSP00000342114","9606.ENSP00000264832",792
"9606.ENSP00000342143","9606.ENSP00000003084",969
"9606.ENSP00000342143","9606.ENSP00000338934",835
"9606.ENSP00000342143","9606.ENSP00000265563",900
"9606.ENSP00000342143","9606.ENSP00000442397",708
"9606.ENSP00000342143","9606.ENSP00000262613",861
"9606.ENSP00000342143","9606.ENSP00000497274",798
"9606.ENSP00000342143","9606.ENSP00000366797",921
"9606.ENSP00000342143","9606.ENSP00000348416",732
"9606.ENSP00000342143","9606.ENSP00000225737",951
"9606.ENSP00000342143","9606.ENSP00000294338",968
"9606.ENSP00000342143","9606.ENSP00000494609",805
"9606.ENSP00000342143","9606.ENSP00000498246",718
"9606.ENSP00000342143","9606.ENSP00000261693",943
"9606.ENSP00000342216","9606.ENSP00000284425",790
"9606.ENSP00000342278","9606.ENSP00000497271",932
"9606.ENSP00000342278","9606.ENSP00000330825",786
"9606.ENSP00000342278","9606.ENSP00000369581",705
"9606.ENSP00000342278","9606.ENSP00000359783",941
"9606.ENSP00000342278","9606.ENSP00000356530",933
"9606.ENSP00000342278","9606.ENSP00000326247",835
"9606.ENSP00000342278","9606.ENSP00000371471",950
"9606.ENSP00000342278","9606.ENSP00000360869",966
"9606.ENSP00000342278","9606.ENSP00000483430",866
"9606.ENSP00000342278","9606.ENSP00000306565",772
"9606.ENSP00000342278","9606.ENSP00000395590",908
"9606.ENSP00000342278","9606.ENSP00000418194",751
"9606.ENSP00000342278","9606.ENSP00000369292",848
"9606.ENSP00000342278","9606.ENSP00000287156",779
"9606.ENSP00000342278","9606.ENSP00000264346",893
"9606.ENSP00000342278","9606.ENSP00000252593",777
"9606.ENSP00000342278","9606.ENSP00000360876",947
"9606.ENSP00000342278","9606.ENSP00000369213",949
"9606.ENSP00000342278","9606.ENSP00000233057",934
"9606.ENSP00000342278","9606.ENSP00000228928",999
"9606.ENSP00000342278","9606.ENSP00000257570",884
"9606.ENSP00000342278","9606.ENSP00000403982",787
"9606.ENSP00000342278","9606.ENSP00000300589",891
"9606.ENSP00000342278","9606.ENSP00000315768",886
"9606.ENSP00000342278","9606.ENSP00000380697",954
"9606.ENSP00000342278","9606.ENSP00000388001",999
"9606.ENSP00000342278","9606.ENSP00000359497",717
"9606.ENSP00000342278","9606.ENSP00000381601",978
"9606.ENSP00000342278","9606.ENSP00000354394",972
"9606.ENSP00000342278","9606.ENSP00000493536",727
"9606.ENSP00000342278","9606.ENSP00000354822",933
"9606.ENSP00000342278","9606.ENSP00000380073",925
"9606.ENSP00000342278","9606.ENSP00000490935",940
"9606.ENSP00000342278","9606.ENSP00000359787",935
"9606.ENSP00000342278","9606.ENSP00000353512",875
"9606.ENSP00000342278","9606.ENSP00000256722",794
"9606.ENSP00000342278","9606.ENSP00000251642",863
"9606.ENSP00000342278","9606.ENSP00000259030",880
"9606.ENSP00000342278","9606.ENSP00000377344",907
"9606.ENSP00000342278","9606.ENSP00000318982",891
"9606.ENSP00000342278","9606.ENSP00000333657",948
"9606.ENSP00000342278","9606.ENSP00000496832",951
"9606.ENSP00000342278","9606.ENSP00000215794",916
"9606.ENSP00000342278","9606.ENSP00000258381",766
"9606.ENSP00000342278","9606.ENSP00000305651",753
"9606.ENSP00000342374","9606.ENSP00000324122",999
"9606.ENSP00000342374","9606.ENSP00000243563",999
"9606.ENSP00000342374","9606.ENSP00000264932",841
"9606.ENSP00000342374","9606.ENSP00000305790",998
"9606.ENSP00000342374","9606.ENSP00000415536",759
"9606.ENSP00000342374","9606.ENSP00000358089",701
"9606.ENSP00000342374","9606.ENSP00000376055",711
"9606.ENSP00000342374","9606.ENSP00000385725",859
"9606.ENSP00000342374","9606.ENSP00000363745",710
"9606.ENSP00000342374","9606.ENSP00000240185",746
"9606.ENSP00000342374","9606.ENSP00000216252",997
"9606.ENSP00000342374","9606.ENSP00000336741",994
"9606.ENSP00000342374","9606.ENSP00000376919",896
"9606.ENSP00000342374","9606.ENSP00000416959",908
"9606.ENSP00000342374","9606.ENSP00000412566",999
"9606.ENSP00000342374","9606.ENSP00000386636",846
"9606.ENSP00000342374","9606.ENSP00000215829",999
"9606.ENSP00000342374","9606.ENSP00000349748",718
"9606.ENSP00000342374","9606.ENSP00000360532",999
"9606.ENSP00000342374","9606.ENSP00000478303",725
"9606.ENSP00000342374","9606.ENSP00000337194",857
"9606.ENSP00000342374","9606.ENSP00000319169",966
"9606.ENSP00000342374","9606.ENSP00000246071",999
"9606.ENSP00000342374","9606.ENSP00000258962",972
"9606.ENSP00000342374","9606.ENSP00000272645",712
"9606.ENSP00000342374","9606.ENSP00000341826",868
"9606.ENSP00000342374","9606.ENSP00000215570",746
"9606.ENSP00000342374","9606.ENSP00000221859",811
"9606.ENSP00000342374","9606.ENSP00000321706",956
"9606.ENSP00000342374","9606.ENSP00000310596",960
"9606.ENSP00000342374","9606.ENSP00000274606",745
"9606.ENSP00000342374","9606.ENSP00000355011",811
"9606.ENSP00000342374","9606.ENSP00000252622",999
"9606.ENSP00000342374","9606.ENSP00000393388",999
"9606.ENSP00000342374","9606.ENSP00000332103",804
"9606.ENSP00000342374","9606.ENSP00000315379",999
"9606.ENSP00000342374","9606.ENSP00000483688",766
"9606.ENSP00000342374","9606.ENSP00000451291",853
"9606.ENSP00000342374","9606.ENSP00000497641",922
"9606.ENSP00000342374","9606.ENSP00000346694",779
"9606.ENSP00000342374","9606.ENSP00000307940",741
"9606.ENSP00000342374","9606.ENSP00000254193",999
"9606.ENSP00000342374","9606.ENSP00000420195",718
"9606.ENSP00000342374","9606.ENSP00000469468",999
"9606.ENSP00000342374","9606.ENSP00000326806",995
"9606.ENSP00000342374","9606.ENSP00000215793",998
"9606.ENSP00000342374","9606.ENSP00000433919",998
"9606.ENSP00000342374","9606.ENSP00000451080",980
"9606.ENSP00000342374","9606.ENSP00000325905",740
"9606.ENSP00000342374","9606.ENSP00000364813",999
"9606.ENSP00000342374","9606.ENSP00000362110",999
"9606.ENSP00000342374","9606.ENSP00000291552",810
"9606.ENSP00000342374","9606.ENSP00000269601",992
"9606.ENSP00000342374","9606.ENSP00000362820",881
"9606.ENSP00000342374","9606.ENSP00000421592",733
"9606.ENSP00000342374","9606.ENSP00000365625",991
"9606.ENSP00000342374","9606.ENSP00000364289",997
"9606.ENSP00000342374","9606.ENSP00000300413",999
"9606.ENSP00000342374","9606.ENSP00000311747",779
"9606.ENSP00000342385","9606.ENSP00000290354",904
"9606.ENSP00000342385","9606.ENSP00000482075",996
"9606.ENSP00000342385","9606.ENSP00000263341",780
"9606.ENSP00000342385","9606.ENSP00000292596",870
"9606.ENSP00000342385","9606.ENSP00000369927",711
"9606.ENSP00000342385","9606.ENSP00000360687",961
"9606.ENSP00000342385","9606.ENSP00000356864",828
"9606.ENSP00000342385","9606.ENSP00000349003",749
"9606.ENSP00000342385","9606.ENSP00000244043",971
"9606.ENSP00000342385","9606.ENSP00000356438",982
"9606.ENSP00000342385","9606.ENSP00000290349",939
"9606.ENSP00000342385","9606.ENSP00000359793",713
"9606.ENSP00000342385","9606.ENSP00000296522",723
"9606.ENSP00000342385","9606.ENSP00000302846",871
"9606.ENSP00000342385","9606.ENSP00000245457",737
"9606.ENSP00000342637","9606.ENSP00000378743",713
"9606.ENSP00000342637","9606.ENSP00000385312",730
"9606.ENSP00000342637","9606.ENSP00000371230",911
"9606.ENSP00000342637","9606.ENSP00000485525",900
"9606.ENSP00000342637","9606.ENSP00000286648",909
"9606.ENSP00000342637","9606.ENSP00000311405",798
"9606.ENSP00000342637","9606.ENSP00000379802",717
"9606.ENSP00000342637","9606.ENSP00000367615",907
"9606.ENSP00000342637","9606.ENSP00000294016",789
"9606.ENSP00000342637","9606.ENSP00000342952",773
"9606.ENSP00000342637","9606.ENSP00000387123",942
"9606.ENSP00000342637","9606.ENSP00000309591",844
"9606.ENSP00000342637","9606.ENSP00000379098",729
"9606.ENSP00000342637","9606.ENSP00000297323",788
"9606.ENSP00000342637","9606.ENSP00000498074",924
"9606.ENSP00000342778","9606.ENSP00000328773",918
"9606.ENSP00000342850","9606.ENSP00000384092",720
"9606.ENSP00000342850","9606.ENSP00000295897",885
"9606.ENSP00000342850","9606.ENSP00000231509",726
"9606.ENSP00000342858","9606.ENSP00000234313",716
"9606.ENSP00000342858","9606.ENSP00000358866",852
"9606.ENSP00000342858","9606.ENSP00000267257",980
"9606.ENSP00000342858","9606.ENSP00000211998",896
"9606.ENSP00000342858","9606.ENSP00000377015",802
"9606.ENSP00000342858","9606.ENSP00000327145",747
"9606.ENSP00000342858","9606.ENSP00000495360",785
"9606.ENSP00000342858","9606.ENSP00000379350",796
"9606.ENSP00000342858","9606.ENSP00000420213",757
"9606.ENSP00000342858","9606.ENSP00000216446",742
"9606.ENSP00000342858","9606.ENSP00000452786",761
"9606.ENSP00000342858","9606.ENSP00000334008",893
"9606.ENSP00000342889","9606.ENSP00000440100",817
"9606.ENSP00000342889","9606.ENSP00000272645",999
"9606.ENSP00000342889","9606.ENSP00000219252",999
"9606.ENSP00000342889","9606.ENSP00000364578",786
"9606.ENSP00000342889","9606.ENSP00000478303",999
"9606.ENSP00000342889","9606.ENSP00000216225",913
"9606.ENSP00000342889","9606.ENSP00000498469",973
"9606.ENSP00000342889","9606.ENSP00000496044",999
"9606.ENSP00000342889","9606.ENSP00000301764",902
"9606.ENSP00000342889","9606.ENSP00000445162",966
"9606.ENSP00000342889","9606.ENSP00000461879",999
"9606.ENSP00000342889","9606.ENSP00000292614",999
"9606.ENSP00000342889","9606.ENSP00000476100",932
"9606.ENSP00000342889","9606.ENSP00000399982",908
"9606.ENSP00000342889","9606.ENSP00000385725",999
"9606.ENSP00000342889","9606.ENSP00000370193",917
"9606.ENSP00000342889","9606.ENSP00000470252",998
"9606.ENSP00000342889","9606.ENSP00000428426",990
"9606.ENSP00000342889","9606.ENSP00000285398",962
"9606.ENSP00000342889","9606.ENSP00000256443",921
"9606.ENSP00000342889","9606.ENSP00000220659",835
"9606.ENSP00000342889","9606.ENSP00000415536",999
"9606.ENSP00000342889","9606.ENSP00000358320",863
"9606.ENSP00000342889","9606.ENSP00000334564",984
"9606.ENSP00000342889","9606.ENSP00000302478",999
"9606.ENSP00000342889","9606.ENSP00000225504",996
"9606.ENSP00000342889","9606.ENSP00000355051",932
"9606.ENSP00000342889","9606.ENSP00000364589",898
"9606.ENSP00000342889","9606.ENSP00000377969",985
"9606.ENSP00000342889","9606.ENSP00000359531",997
"9606.ENSP00000342889","9606.ENSP00000296417",916
"9606.ENSP00000342889","9606.ENSP00000278412",898
"9606.ENSP00000342889","9606.ENSP00000301788",999
"9606.ENSP00000342889","9606.ENSP00000473290",919
"9606.ENSP00000342889","9606.ENSP00000265963",961
"9606.ENSP00000342889","9606.ENSP00000261245",970
"9606.ENSP00000342889","9606.ENSP00000379372",968
"9606.ENSP00000342889","9606.ENSP00000367034",876
"9606.ENSP00000342889","9606.ENSP00000339495",917
"9606.ENSP00000342889","9606.ENSP00000293860",997
"9606.ENSP00000342889","9606.ENSP00000393388",798
"9606.ENSP00000342889","9606.ENSP00000375809",972
"9606.ENSP00000342889","9606.ENSP00000331111",999
"9606.ENSP00000342889","9606.ENSP00000299424",908
"9606.ENSP00000342889","9606.ENSP00000263974",923
"9606.ENSP00000342889","9606.ENSP00000221859",999
"9606.ENSP00000342889","9606.ENSP00000265038",904
"9606.ENSP00000342952","9606.ENSP00000477796",800
"9606.ENSP00000342952","9606.ENSP00000497260",780
"9606.ENSP00000342952","9606.ENSP00000297323",715
"9606.ENSP00000342952","9606.ENSP00000328412",704
"9606.ENSP00000342952","9606.ENSP00000369456",901
"9606.ENSP00000342952","9606.ENSP00000312999",759
"9606.ENSP00000342952","9606.ENSP00000379098",733
"9606.ENSP00000342952","9606.ENSP00000360141",978
"9606.ENSP00000342952","9606.ENSP00000451828",708
"9606.ENSP00000342952","9606.ENSP00000291295",745
"9606.ENSP00000342952","9606.ENSP00000309591",859
"9606.ENSP00000342952","9606.ENSP00000358867",773
"9606.ENSP00000342952","9606.ENSP00000420295",727
"9606.ENSP00000342952","9606.ENSP00000263431",726
"9606.ENSP00000342952","9606.ENSP00000369689",737
"9606.ENSP00000342952","9606.ENSP00000311405",781
"9606.ENSP00000342952","9606.ENSP00000408695",713
"9606.ENSP00000342952","9606.ENSP00000496129",768
"9606.ENSP00000342952","9606.ENSP00000331602",910
"9606.ENSP00000342952","9606.ENSP00000342637",773
"9606.ENSP00000342952","9606.ENSP00000395708",920
"9606.ENSP00000342952","9606.ENSP00000360021",709
"9606.ENSP00000342952","9606.ENSP00000232564",728
"9606.ENSP00000342952","9606.ENSP00000282356",717
"9606.ENSP00000342952","9606.ENSP00000500582",716
